provider_id,provider_name,specialty,license_number,years_of_experience,zip_code,state,practice_size,is_hospital_affiliated,electronic_system_type,insurance_networks,office_hours,languages_spoken,certification_dates,rating,patient_demographics
PROV00804,Healthcare Provider 804,Family Practice,LIC544573,28,23470,CA,Medium,0,System B,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-04-12"", ""board_certification"": ""2014-10-28""}",3.6,"{""pediatric"": 35, ""adult"": 28, ""elderly"": 90}"
PROV00805,Healthcare Provider 805,Orthopedics,LIC461013,22,24859,PA,Small,1,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Spanish","{""medical_license"": ""2020-05-28"", ""board_certification"": ""2023-09-04""}",3.4,"{""pediatric"": 68, ""adult"": 56, ""elderly"": 64}"
PROV00806,Healthcare Provider 806,Pediatrics,LIC198841,29,39714,IL,Medium,0,System C,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2023-03-16"", ""board_certification"": ""2020-04-24""}",3.3,"{""pediatric"": 5, ""adult"": 63, ""elderly"": 39}"
PROV00807,Healthcare Provider 807,Pediatrics,LIC106163,2,93456,NY,Small,0,System C,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2017-11-05"", ""board_certification"": ""2018-06-13""}",4.3,"{""pediatric"": 43, ""adult"": 52, ""elderly"": 1}"
PROV00808,Healthcare Provider 808,Cardiology,LIC565787,16,38460,TX,Medium,1,Legacy,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,English","{""medical_license"": ""2016-09-28"", ""board_certification"": ""2019-01-10""}",4.5,"{""pediatric"": 73, ""adult"": 50, ""elderly"": 74}"
PROV00809,Healthcare Provider 809,Family Practice,LIC114551,23,25141,NY,Large,1,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Spanish","{""medical_license"": ""2017-05-04"", ""board_certification"": ""2017-03-18""}",4.8,"{""pediatric"": 90, ""adult"": 14, ""elderly"": 97}"
PROV00810,Healthcare Provider 810,Neurology,LIC861447,30,59396,CA,Small,1,System A,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2022-05-13"", ""board_certification"": ""2016-01-22""}",4.9,"{""pediatric"": 35, ""adult"": 13, ""elderly"": 43}"
PROV00811,Healthcare Provider 811,Family Practice,LIC376600,32,96676,NY,Small,0,System B,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2020-09-08"", ""board_certification"": ""2015-08-28""}",4.7,"{""pediatric"": 55, ""adult"": 93, ""elderly"": 38}"
PROV00812,Healthcare Provider 812,Orthopedics,LIC304222,28,96760,PA,Large,0,System B,"Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2016-07-29"", ""board_certification"": ""2021-07-08""}",3.6,"{""pediatric"": 84, ""adult"": 15, ""elderly"": 52}"
PROV00813,Healthcare Provider 813,Orthopedics,LIC699067,29,82534,NY,Large,0,System A,"Network4,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2020-02-25"", ""board_certification"": ""2017-07-22""}",4.2,"{""pediatric"": 18, ""adult"": 44, ""elderly"": 55}"
PROV00814,Healthcare Provider 814,Cardiology,LIC679886,31,43758,IL,Medium,0,System A,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2021-10-14"", ""board_certification"": ""2022-10-01""}",4.8,"{""pediatric"": 9, ""adult"": 28, ""elderly"": 47}"
PROV00815,Healthcare Provider 815,Pediatrics,LIC650104,15,25619,FL,Medium,1,System C,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-11-23"", ""board_certification"": ""2016-05-14""}",4.8,"{""pediatric"": 53, ""adult"": 44, ""elderly"": 79}"
PROV00816,Healthcare Provider 816,Neurology,LIC557291,2,83356,PA,Large,1,Legacy,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2023-01-17"", ""board_certification"": ""2020-04-22""}",3.4,"{""pediatric"": 29, ""adult"": 23, ""elderly"": 14}"
PROV00817,Healthcare Provider 817,Family Practice,LIC457509,31,61928,IL,Small,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2021-03-31"", ""board_certification"": ""2021-09-24""}",3.5,"{""pediatric"": 46, ""adult"": 54, ""elderly"": 12}"
PROV00818,Healthcare Provider 818,Family Practice,LIC625957,25,95782,PA,Large,1,System A,"Network3,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2020-07-09"", ""board_certification"": ""2023-09-16""}",3.2,"{""pediatric"": 31, ""adult"": 45, ""elderly"": 40}"
PROV00819,Healthcare Provider 819,Neurology,LIC370855,33,74033,FL,Large,1,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2020-07-10"", ""board_certification"": ""2019-05-18""}",3.3,"{""pediatric"": 23, ""adult"": 68, ""elderly"": 19}"
PROV00820,Healthcare Provider 820,Neurology,LIC716798,13,23280,PA,Small,0,Legacy,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2022-03-07"", ""board_certification"": ""2022-01-19""}",3.3,"{""pediatric"": 70, ""adult"": 70, ""elderly"": 88}"
PROV00821,Healthcare Provider 821,Cardiology,LIC369289,23,65797,FL,Large,0,System C,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2021-02-17"", ""board_certification"": ""2015-01-12""}",3.5,"{""pediatric"": 81, ""adult"": 61, ""elderly"": 74}"
PROV00822,Healthcare Provider 822,Family Practice,LIC212789,23,67923,IL,Large,0,System B,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2019-03-30"", ""board_certification"": ""2019-12-10""}",3.8,"{""pediatric"": 56, ""adult"": 27, ""elderly"": 74}"
PROV00823,Healthcare Provider 823,Pediatrics,LIC962380,9,67560,NY,Large,0,Legacy,"Network1,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2015-08-30"", ""board_certification"": ""2021-12-04""}",3.5,"{""pediatric"": 80, ""adult"": 3, ""elderly"": 33}"
PROV00824,Healthcare Provider 824,Neurology,LIC682787,23,24235,FL,Small,0,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2019-05-25"", ""board_certification"": ""2022-07-23""}",3.9,"{""pediatric"": 82, ""adult"": 81, ""elderly"": 50}"
PROV00825,Healthcare Provider 825,Neurology,LIC118800,15,62805,CA,Small,0,Legacy,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2019-06-16"", ""board_certification"": ""2015-06-29""}",4.1,"{""pediatric"": 46, ""adult"": 65, ""elderly"": 95}"
PROV00826,Healthcare Provider 826,Internal Medicine,LIC268204,27,27861,TX,Medium,0,System B,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-10-10"", ""board_certification"": ""2015-03-22""}",4.6,"{""pediatric"": 62, ""adult"": 37, ""elderly"": 47}"
PROV00827,Healthcare Provider 827,Pediatrics,LIC920178,27,10056,NY,Medium,1,System C,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2018-11-20"", ""board_certification"": ""2019-07-23""}",4.7,"{""pediatric"": 91, ""adult"": 39, ""elderly"": 0}"
PROV00828,Healthcare Provider 828,Cardiology,LIC426380,16,28677,CA,Medium,0,Legacy,"Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-05-07"", ""board_certification"": ""2023-02-03""}",4.7,"{""pediatric"": 13, ""adult"": 63, ""elderly"": 16}"
PROV00829,Healthcare Provider 829,Orthopedics,LIC452053,26,40164,PA,Medium,1,Legacy,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2019-04-15"", ""board_certification"": ""2016-06-01""}",3.7,"{""pediatric"": 34, ""adult"": 65, ""elderly"": 85}"
PROV00830,Healthcare Provider 830,Internal Medicine,LIC610708,18,67183,PA,Large,1,System B,"Network2,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2016-08-03"", ""board_certification"": ""2018-03-02""}",4.6,"{""pediatric"": 28, ""adult"": 36, ""elderly"": 92}"
PROV00831,Healthcare Provider 831,Family Practice,LIC723756,9,15594,IL,Small,0,System B,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,English","{""medical_license"": ""2020-04-25"", ""board_certification"": ""2019-12-25""}",3.8,"{""pediatric"": 95, ""adult"": 55, ""elderly"": 98}"
PROV00832,Healthcare Provider 832,Neurology,LIC440822,32,22204,NY,Large,0,System C,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2021-10-01"", ""board_certification"": ""2022-01-24""}",4.5,"{""pediatric"": 77, ""adult"": 96, ""elderly"": 62}"
PROV00833,Healthcare Provider 833,Pediatrics,LIC203700,10,78247,IL,Small,1,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2017-12-09"", ""board_certification"": ""2020-07-22""}",3.4,"{""pediatric"": 20, ""adult"": 46, ""elderly"": 63}"
PROV00834,Healthcare Provider 834,Cardiology,LIC683318,6,11999,NY,Small,0,System A,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2016-07-11"", ""board_certification"": ""2015-08-18""}",3.2,"{""pediatric"": 86, ""adult"": 41, ""elderly"": 92}"
PROV00835,Healthcare Provider 835,Orthopedics,LIC416015,1,87722,PA,Large,0,Legacy,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-06-09"", ""board_certification"": ""2023-05-19""}",3.1,"{""pediatric"": 13, ""adult"": 17, ""elderly"": 83}"
PROV00836,Healthcare Provider 836,Internal Medicine,LIC869189,13,13338,NY,Large,1,Legacy,"Network2,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2017-05-14"", ""board_certification"": ""2016-06-06""}",4.0,"{""pediatric"": 16, ""adult"": 54, ""elderly"": 11}"
PROV00837,Healthcare Provider 837,Family Practice,LIC364603,33,73146,NY,Large,1,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2022-03-24"", ""board_certification"": ""2017-03-13""}",4.3,"{""pediatric"": 66, ""adult"": 9, ""elderly"": 99}"
PROV00838,Healthcare Provider 838,Neurology,LIC244535,3,50935,PA,Small,0,System A,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2016-01-20"", ""board_certification"": ""2020-10-29""}",3.2,"{""pediatric"": 26, ""adult"": 43, ""elderly"": 52}"
PROV00839,Healthcare Provider 839,Neurology,LIC509579,11,69004,NY,Large,0,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-01-24"", ""board_certification"": ""2023-04-03""}",3.4,"{""pediatric"": 38, ""adult"": 54, ""elderly"": 35}"
PROV00840,Healthcare Provider 840,Internal Medicine,LIC318811,29,97081,CA,Large,0,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2016-09-24"", ""board_certification"": ""2020-11-04""}",4.2,"{""pediatric"": 59, ""adult"": 38, ""elderly"": 72}"
PROV00841,Healthcare Provider 841,Orthopedics,LIC277171,3,85481,TX,Small,1,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2020-12-02"", ""board_certification"": ""2022-01-15""}",3.6,"{""pediatric"": 43, ""adult"": 41, ""elderly"": 27}"
PROV00842,Healthcare Provider 842,Family Practice,LIC442135,13,46776,IL,Small,0,Legacy,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2017-11-04"", ""board_certification"": ""2023-02-20""}",5.0,"{""pediatric"": 99, ""adult"": 46, ""elderly"": 15}"
PROV00843,Healthcare Provider 843,Pediatrics,LIC850909,3,14781,CA,Medium,0,System C,"Network1,Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2016-11-02"", ""board_certification"": ""2022-10-21""}",3.2,"{""pediatric"": 40, ""adult"": 26, ""elderly"": 18}"
PROV00844,Healthcare Provider 844,Orthopedics,LIC893981,22,35362,TX,Medium,0,System B,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2015-06-24"", ""board_certification"": ""2022-05-08""}",4.3,"{""pediatric"": 38, ""adult"": 84, ""elderly"": 53}"
PROV00845,Healthcare Provider 845,Orthopedics,LIC745970,6,67771,PA,Medium,0,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2017-02-15"", ""board_certification"": ""2021-10-25""}",3.0,"{""pediatric"": 54, ""adult"": 89, ""elderly"": 28}"
PROV00846,Healthcare Provider 846,Internal Medicine,LIC581641,3,79715,FL,Large,1,System C,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Spanish","{""medical_license"": ""2021-12-28"", ""board_certification"": ""2023-01-22""}",3.7,"{""pediatric"": 21, ""adult"": 100, ""elderly"": 30}"
PROV00847,Healthcare Provider 847,Pediatrics,LIC179599,13,57445,TX,Large,1,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2015-07-07"", ""board_certification"": ""2018-09-30""}",4.4,"{""pediatric"": 48, ""adult"": 71, ""elderly"": 41}"
PROV00848,Healthcare Provider 848,Pediatrics,LIC866230,31,34686,FL,Small,0,System B,"Network3,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2020-06-04"", ""board_certification"": ""2019-01-03""}",3.4,"{""pediatric"": 45, ""adult"": 73, ""elderly"": 12}"
PROV00849,Healthcare Provider 849,Orthopedics,LIC675746,10,66782,CA,Large,0,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2017-02-28"", ""board_certification"": ""2023-10-10""}",4.3,"{""pediatric"": 0, ""adult"": 13, ""elderly"": 81}"
PROV00850,Healthcare Provider 850,Family Practice,LIC888611,17,28030,FL,Medium,1,System A,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2017-01-29"", ""board_certification"": ""2021-01-01""}",4.8,"{""pediatric"": 66, ""adult"": 38, ""elderly"": 35}"
PROV00851,Healthcare Provider 851,Pediatrics,LIC409815,13,68541,NY,Small,0,Legacy,"Network4,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2022-12-26"", ""board_certification"": ""2021-02-26""}",3.2,"{""pediatric"": 52, ""adult"": 16, ""elderly"": 14}"
PROV00852,Healthcare Provider 852,Pediatrics,LIC170560,33,67492,TX,Large,1,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2019-04-27"", ""board_certification"": ""2022-03-25""}",4.1,"{""pediatric"": 15, ""adult"": 48, ""elderly"": 59}"
PROV00853,Healthcare Provider 853,Neurology,LIC135109,32,57498,CA,Small,1,Legacy,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2021-07-28"", ""board_certification"": ""2019-03-19""}",3.2,"{""pediatric"": 21, ""adult"": 87, ""elderly"": 76}"
PROV00854,Healthcare Provider 854,Orthopedics,LIC759285,16,67153,IL,Medium,0,System C,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-04-02"", ""board_certification"": ""2017-05-19""}",4.5,"{""pediatric"": 22, ""adult"": 36, ""elderly"": 58}"
PROV00855,Healthcare Provider 855,Internal Medicine,LIC267466,27,74796,CA,Small,0,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2022-03-04"", ""board_certification"": ""2020-08-21""}",3.5,"{""pediatric"": 8, ""adult"": 36, ""elderly"": 88}"
PROV00856,Healthcare Provider 856,Orthopedics,LIC923513,27,60304,CA,Small,1,Legacy,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,English","{""medical_license"": ""2018-08-31"", ""board_certification"": ""2014-12-24""}",4.5,"{""pediatric"": 63, ""adult"": 73, ""elderly"": 78}"
PROV00857,Healthcare Provider 857,Neurology,LIC241753,9,37579,TX,Medium,1,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2019-03-13"", ""board_certification"": ""2019-07-19""}",4.5,"{""pediatric"": 41, ""adult"": 5, ""elderly"": 44}"
PROV00858,Healthcare Provider 858,Pediatrics,LIC355035,19,35009,NY,Medium,0,Legacy,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2016-10-14"", ""board_certification"": ""2018-05-06""}",4.2,"{""pediatric"": 83, ""adult"": 60, ""elderly"": 55}"
PROV00859,Healthcare Provider 859,Cardiology,LIC796203,27,17377,IL,Large,0,System C,"Network2,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-06-10"", ""board_certification"": ""2020-02-04""}",4.8,"{""pediatric"": 62, ""adult"": 69, ""elderly"": 63}"
PROV00860,Healthcare Provider 860,Orthopedics,LIC121996,10,93697,IL,Small,1,System A,"Network2,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2022-01-26"", ""board_certification"": ""2021-03-20""}",4.9,"{""pediatric"": 1, ""adult"": 48, ""elderly"": 77}"
PROV00861,Healthcare Provider 861,Internal Medicine,LIC660643,24,83903,TX,Medium,0,System C,"Network2,Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2017-04-02"", ""board_certification"": ""2020-09-01""}",3.1,"{""pediatric"": 43, ""adult"": 39, ""elderly"": 17}"
PROV00862,Healthcare Provider 862,Internal Medicine,LIC671284,23,68597,FL,Small,1,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-05-26"", ""board_certification"": ""2021-09-16""}",3.5,"{""pediatric"": 36, ""adult"": 49, ""elderly"": 32}"
PROV00863,Healthcare Provider 863,Family Practice,LIC257029,6,31292,IL,Large,1,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-06-14"", ""board_certification"": ""2018-10-02""}",4.1,"{""pediatric"": 65, ""adult"": 12, ""elderly"": 38}"
PROV00864,Healthcare Provider 864,Pediatrics,LIC331329,5,61921,FL,Large,0,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2022-12-26"", ""board_certification"": ""2021-09-22""}",4.4,"{""pediatric"": 37, ""adult"": 26, ""elderly"": 51}"
